,page,arrêt,date,juridiction
352,268,"–Considérant que le contrat de mariage qui contient les avantages qut ont été annutés par les tribunaux par suite de séparation de corps pour sévtces et mauvais traitemens, est du 7 ptuv. an 8, et, par conséquent, d'une date (t ) La question est aujourd'hui fort controversée sous l'empire du Code civil. V. dans le sens de la décision ci-dessus, Rennes, 2t mars iM8;Cass. t0 aoùt t809-; En sens contr., 13 ju<!t. 18t3, et nos observations. 
anténeureàtapubticatinn du Code civ.; qu'à cette époque, tes futurs époux pou\ aient, en stipulant les conventions d'après les lois alors existantes et les principes reçus, faire entrer dans le. motifs de leurs stipulations. et des avantages qu'ils se faisaient, l'espoir de les fdire annuler pour cause d'ingratitude, et, à plus forte raison, pour le cas de séparation pour sévices; que c'est à cette époque qu'il a fallu se référer pour prononcer sur l'effet de ces stipulations et avantages qu'tt suit de la que la Cour d'appel de Lyon n'a pas violé l'art. 955 du Code civ., en confirmant le jugement qui avait annulé les avantages contenus au contrat de mariage;–Rejette, etc. ", déc. tStO.,Sect.tiv.
353,268,"–Vu les art. i0t7, t0t8et.t028 du Code de procédure civile; – Considérant qu'il ne s'agissait plus de savoir comment les arbitres, dtvtsës d'opinions, seraient tenus de rédiger leur avis distinct et séparé, pour déclarer le partage que par conséquent tes art. toi? et tOtS, n"" 3 du Code, n'étaient pas applicables a l'espèce; que la question étant déjà soumise a la décision du surarbitre, c'était ici le cas d'appliquer les disposions de fart, 1018, ainsi que le n° 4, art. t03S; d'où Il résulte que la Cour impénale en annulant la sentence arbitrale, a fait une fausse application de l'art. l0t7 –Ca~e, etc. ", 5 déc. IStO.,Sect. civ.
356,269,"-Vu les art. 6, tit. 29 et 10, tit. 39 de l'ordonnance de t669 ;-Et attendu que, dans l'espèce, aucun chemin n'avait été désigné dans le bois de Porcheretto pour le passage des bestiaui saisis, et que c'était aux propriétaires de ces bestiaul, dans le cas où ils auraient eu, comme ils le prétendent, le droit de les faire passer dans ce bois pour parvenir à un pâturage plus éteigne, à provoquer la désignation d'un chemin, ce qu'ils n'ont pas fait d'où it suit que l'inscription de faux admise par l'arrêt attaque était ina<f!nissibte, et que tes moyens de faux étaient irnpertinens, puisque, fùt-it prouvé que tes bestiaux en question ne dépaissaient point, et ne faisaient que passer dans le susdit bois, cette preuve ne détruirait pas le défit résultant de l'introduction de ces bestiaul dans un bois où it n'avait pas été désigné de chemin pour leur passage;–Casse, etc. ", 7 déc. 18t0.,Sect.crim.
358,270,"–Attendu que l'art. t64 du Code civil, n'a disposé que dans l'mtérêt desmineurs, et ne peut être invoqué à leur préjudice;–Rejette, etc. ", 11 déc. IStO.,Sect. req.
359,271," Vu l'art. i4tt du Code civil; Et attendu que, dans l'espèce, le jugement qui prononce la séparation de biens est du itmessid. an 12 que ce jugement n'a été signifié à avoué que le 20 thermid. suivant, et que ce n'est que le 23 du même mois qu'il a été procédé à l'inventatre que le jugement prononçant ta séparation n'a donc reçu aucune espèce d'exécution dans la quinzaine qui a suivi ledit jugement; d'où d résulte que la loi prononçait la nuttité de ladite séparation, et qu'ainsi ta Cour d'appel de Colmar n'a pu accueillir une action conséquente a cette séparation, sans contrevenir a l'article cité; –Casse, etc. Du 11 déc. i8<0. Sect. civ. Prêt., M. Delacoste. Rapp., M. Vattée. Conel., M. Giraud, av. gén. Pl., MM. Huart-Duparc et (jeou'reneL 
(Toultier, he. cil., n<"" 77 et 78), sont autant de faits qui présenteraient fe caractère du commencement d'exécution, et qui, i'i!* étaient consommés dans la quinzaine du jugement, devraienl aMurer à la famcM te MjeeCce de la <fpafthea dp hiMtt 
ENREGISTREMENT–MTMCMSMN. – ExPEDIMT. 
La refroce~ttOt) d'immeubles sur expédient par l'acquéreur à MttfendeMr, e<( patttKe df drot< d'enregistrement, encore bien que les parties soient cont'etMet de passer dans un délai acte publie de cette rétrocession. (En) egistrement-C. Secchi.)–AHRÈT. LA COUR;–~ les art.7 et 10 dtta loi du 22 fr. au 7; Attendu que l'art. 2, chap. 4, liv. 5, tit. SS) des Constitutions piëmontaises, soumet à l'tntinuation les adjudications de biens meubles et immeubles faites par eipédient volontaire ou par voie de justtce; Que cette insinuation devait avoir heu sur cet expédient lui-mème; et non sur l'instrument publie qui pouvait en être dresse plus tard; Qu'il n'en dot pas être autrement de l'enregistrement qui a remplacé l'insinuation dans l'espèce; Que, d'ailleurs l'expédient homologué était une vëntabte rétrocession qui avait été exécutée; Que, des lors, on devait la préMntera la rormahté, et que, pour n'y avoir point été soumtse, t) y avait heu de décerner contrainte ainsi qu'on t'avatt fdtt; Casse, etc. 
", 11 dëc. 1810 ,Sect. Ctv.
360,272,"–Considérant. t° que la transcription prescrite par l'art. 939 du Code civil, ne tient, sous aucun rapport, a la substance de la donation qu'elle n'est qu'une formalité extrinsèqueat'acte qui la contient; que cela résulte de l'art. 938 du même Code, qui porte que '< la donation est parfaite par le seul consentement des parties, et que la propnéte des objets donnés est transferee au donataire, sans qu'tt soit besom d'autre tradttion, » pourvu toutefois qu'aux termes de l'art. 932 la donation ait été acceptée expressément et par acte authenuque, du vivant du donateur;–2° Que la formalité etablie par la loi du 11 brum. an 7, dans t'tnterët des créanciers et des tiers acquéreurs, et non dans L'intérêt, des héritiers des donateurs, a été de nouveau requise par le Code civil, par le même motif et sans modtScatMn; – 3''Quedeta~tsutt que lorsque l'art. 9j.t du Code a dit que ce défaut de transcnptton pourrait être opposé par toutes personnes ayant intérêt, Il est impossible de supposer que le légtstateur att voulu par ces mots toutespersonnes, déstgner les hënners du donateur; qu't) est élident, aucontra[re,qu'~ a entendu parler de ceux qui auraient traite avec le donateur, dans l'ignorance de~donattons qu'il auiatt pu fatre, et qut ne seraient pas responsables de ses faits, c'est-a-dtre les créanciers envers lesquels Il se serait obitgé, les tien. à qui )t aurait vendu ou transféré a titre onéreux ic tout ou partte des biens dont il se ser.nt précédemment dëpouiXé par une donatton; Que ces motstoutes personnes ne pement évidemment pas déstgner les hénUers du donateur.pmsque ces héritiers le représentent, sont tenus de ses fdlts, et sont censés n'être f~ec lui qu'une seule et même personne; que, poursoutenir avec succès le contratre, il faudratt trouver dans la loi une exception préose, et telle que celle qm avait été insérée danst'o'donn.de t73t;–5"" Que ceux qui voudraient opposer les dtsposinons s des art. 939 et 94t du Code cmt, et prétendre qu'on y remarque une ressemblance partage entre la transcription au bureau des h)potbeques etrmsmuanon.pouren conclure que la transcriptton remplace t'tnstnuatton voulue, à peine de nutlrte, par l'ordonn. de 1731, tomberaient dans une erreur êudeote; qu'en effet en rapprochant toutes tes d~posmons du Code sur la transcription, et les combinant avec celles des art. t069, tOTO et t072, on sera forcé de reconnaître que t'tn~nuatton n'est pas remplacée par la transcription dans t'tntérêt des hérmers des donateurs, mais seulement, dans t'intérêt des créancters et des tiers acquéreurs desdtts donateurs de manière qu'i) dutt demeurer pour constant que les hénuers de ces mêmes donateurs ne peutentpas être reçus à demander la nullité des donations par eux faites, sous préteite qu'etles n'auraient pas eté transcrites du vivant dèsdits donateurs;–Considérant enfin, que de tout ce qut vient d'être dit, Il résulte que la transcription est une formatité essentiellement différente de i insinuation, et par son objet et par ses conséquences d'où tt suit que la nuthté qu) résultait autrefois du défaut d'insinuation pendant la vie du donateur, ne peut être invoquée contre une uonanoa faite à une époque où la formalité de i'tnsinuation etait abrogee; et par voie de conséquence.que la cour d'appel de Montpe))ier, en décidant que les héritiers d'Antoine Hd)de:- ron n'étaient pas recevables, depuis les dispositions du Code civil citées, à opposer à son donataire la nullité de la donation faite à son profit, à raison du défaut de transcription du vivant du donateur, a fait une juste application des dispositions de ce même Code, dont elle a parfaitement saisi le sens et l'esprit; Kejette, etc. ", 12 déc. 1810.,Sect. req.
361,273," Attendu que l'acte de cession du <9 niv. an il, consenti par Cotte sans la participation de sa femme, n'ayant pu avoir aucun effet que parle ratification de cette dernière, et cette ratification n'ayant eu lieu que le t"" fructid. an fit, postérieurement à la publication de l'art. 8tl du Code civ., l'arrêt attaqué a pu sans donner à cet article un effet rétroactif, et sans violer ni tes lois invoquées de t793 et de l'an 2, ni l'art. 553 de la cout. de Bourbonnais, admettre Duvergier t'eiercice du droit de subrogation autorisé parleditart. 8~t du CodeRejette, etc. ", 12 déc. IStO.,Sect. civ.
362,274,"-Attendu, sur le premier moyen. que dans l'espèce, le procureur général pre& la courdeTurtnaeiercesonmintsterepar~Ote de rëqmsttion. et indépendamment de cette circonstance;- Attendu surtout, que la Cour d'appel a pu d'office, et sans violer l'art. 464 du Code de procéd. ov., apprécier les contestations qut tut ët~tent soumises par tes parties et y statuer d'après un moyen de pur droit, bien que les parties ne l'eussent pas employé; Attendu, sur le second moyen, que l'arrêt dénoncé, en ordonnant larestitution des sommes donUts'agtt.surte fondement qu'elles avaient été pa)ees en conséquence d'un trafic <)hc)te,tom d'avon vtote aucune tôt, s'est conformé a t'espnt de celles de la matIère; 
Attendu, sur le troisième moyen, d'une part, que Bertinato avait demandé le paiement du prix pnncipat énoncé au contrat et des acceMOtfM;–Et d'autre part, attendu que la Cour d'appel ayant envisage le paiement en question comme indûment fait par suite d'un trafic licite, la restitution des sommes payées a pu être ordonnée a~ ec les intérêts à compter du jour du paiement, en conformité de l'art. 1378 du Code civ., Rejette, etc. 
", i2 déc. 1810.,Scct. req.
363,274,"-Attendu qu'aux termes de l'art. 53, Ht. 2, sect. 3', de la loi du 25 vent. an 11, toutes suspenstons, destitutions, condamnation!; d'amendes et dommages et intérêts, sont prononcées contre les notaires par le tribunal civil de leur résidence, à la poursuite des parties intéressées, ou d'office, à la poursuite et dthgenee. du commissaire du gouvernement;–Que le ministère public, poursuivant d'odce la destitution d'un notaire, n'est pas tenu de le citer préalablement à la thftmbrede diseiphne; Attendu que du renvoi hors d'accusation prononcé, en faveur du demandeur, par la Cour spéciale de Bruges, )t ne résulte rien autre chose, sinon qu'il n'a pas été jugé coupable du crime de faux;–Qu'd peut, sans avoir commis un tel crime, a\oir encouru la peine de la destitution et que, d'-ipiês les faits déclares constans pari'arrêt attaque, cette peine a été prononcée contre lui sans qu'aucune loi aitëteviotee;–Rejette, etc. ", 13 dec. 1810.,Sect. req.
364,275,"LA COUR; Vu )'a< 1.13, Ut. 9, de la loi du 29 sept. l'?9t. <ur<f!mt~ttft'afton/'ore!<iere, qui porte « Les procès-verbaux feront preuve sum,ante dans tous les cas où t'jndcmnUé et t'amende n'excéderont pas la somme de )00 hv., s'tt n'y a pas inscription de faux, ou s')) n'est pas proposé de cause valable de récusation B – Vu l'art. 14 du même titre, qui dispose, « si le débt est de nature à comporter une plus forte condamnaHon,)e proMS-verbal devra être soutenu d'un autre témoignage – Consideiant qu')) résulte de la eotnbu'atson de ces deux arUdes que les procès-e~baul doivent faire preuve suffisante jusque tnsu [piton de faux, quel que puisse êtte )e montant de la condamnation, lorsque étant d'ailleurs réguliers en la forme, )ts sont l'ouvrage de plus d'un fonctionnaire ayant droit de les dresser, et )!0o valablement récusés; Considérant que le procès-verbal du 17 mars 18)0. sur Icquella contestation a eu heu, est un rëcoiemcntde la coupe dont le sieur Cocquerupot s'etait rendu adjudicatane en t'année 1808, pour rordinaiie de 1809; qu'il est l'ouvrage du sieur Despinoy. inspecteur, accompagné du garde génërat Deviefville; qu'f) est régulier en la forme; que sa foi n'a pas eté altérée par Ftnscriptton de faul, et qu'il est contradictoire avec t'adjudica- tatre, qui, ayant éte prêtent aux opetattonsdont cet acte constate le résultat, et par conséquent ayant été le maitre de faire, sur le heu même, ses observations, de pretcndie e et de faire reconnaître, t'instant, que c'était par erreur que ce résultat présentait un denctt de sept chênes de deux âges, a préferé de faire un refus insignifiant de signer le procès~ erbai, sous prétexte qu'd n'avait aucune connaissance de ce déficit;–Considérant qu'un refus de cette nature est incapable de porter atteinte à la foi due, jusqu'à inscription de faux, au procès-verbal de récolement dont Il s'agit; et qu'en conséquence, ie sieur Cocquempot était non recevabte a ai!éguer, après coup, devant les tribunaux, que le deficit constaté par acte, était le fruit de t'erreui Et attendu que néanmoins, par son arrêt du 8 oct.t8t0,)a Cour de justice crrmine)!e du dépaiteinentduPas-de-Catai!), non-seulement n'a pas lejeté cette tardnea))egation, mais encore a lait dépendre d une YénScation par experts le sort du récotement susdaté, et de la demande dont il était la base en quoi elle a conti evenu auïdits art.13 et tt, tit. 9, de la loi du 29 sept. 1791; en même temps que,par un excès de pouvoir )nto)érab)e. elle a déplalé, pour les trans. porter à de simples induidus. des droits et des ioncnonsquetes lois forestières attribuent exctusivementau! agens forestiers;–Casse, etc. ~", ttdef.i8tO.,Sect.cnm.
